student_id,course_id,semester,grade,attendance_rate
484,11,Fall 2025,B,60.92
484,9,Fall 2025,D,63.91
485,3,Fall 2025,A,87.04
485,11,Fall 2025,F,78.54
485,5,Fall 2025,A,66.51
486,12,Fall 2025,F,74.19
486,1,Spring 2026,F,72.47
486,9,Spring 2026,C,94.38
486,11,Fall 2025,F,92.18
486,8,Spring 2026,D,80.51
486,10,Spring 2026,D,96.52
486,2,Spring 2026,D,61.75
487,2,Spring 2026,C,92.68
487,8,Spring 2026,D,69.98
487,12,Spring 2026,A,93.5
487,1,Spring 2026,,94.8
488,1,Spring 2026,D,62.99
488,3,Fall 2025,F,75.54
488,2,Fall 2025,A,90.6
488,12,Spring 2026,C,92.65
488,10,Fall 2025,D,68.2
488,8,Fall 2025,F,68.62
489,11,Spring 2026,D,63.5
489,2,Fall 2025,A,72.72
489,10,Spring 2026,D,64.03
489,9,Fall 2025,F,72.4
489,1,Spring 2026,B,67.19
489,6,Spring 2026,B,78.06
489,12,Spring 2026,D,61.42
490,8,Fall 2025,D,75.92
490,9,Spring 2026,A,68.94
490,3,Fall 2025,A,72.17
490,4,Fall 2025,B,85.05
490,5,Spring 2026,C,70.35
490,6,Fall 2025,B,75.25
491,10,Spring 2026,A,90.52
491,1,Spring 2026,A,61.77
491,6,Spring 2026,A,65.22
491,9,Spring 2026,A,83.06
491,8,Fall 2025,C,67.66
491,4,Spring 2026,A,95.38
491,3,Fall 2025,F,61.75
492,5,Fall 2025,B,78.69
492,7,Spring 2026,C,66.31
492,8,Fall 2025,F,99.94
492,6,Fall 2025,B,78.85
492,1,Fall 2025,B,65.62
493,3,Fall 2025,F,74.14
493,8,Fall 2025,F,67.21
493,1,Spring 2026,F,91.16
493,7,Spring 2026,B,95.86
494,4,Fall 2025,F,81.48
494,12,Fall 2025,C,72.99
494,9,Spring 2026,D,74.17
494,7,Fall 2025,A,98.5
494,8,Spring 2026,C,78.98
494,5,Spring 2026,F,67.16
494,3,Spring 2026,D,72.53
495,3,Spring 2026,C,76.77
495,1,Spring 2026,F,68.52
495,8,Spring 2026,F,76.92
495,12,Fall 2025,D,79.96
495,5,Spring 2026,F,67.69
496,1,Fall 2025,C,90.97
496,3,Spring 2026,B,71.56
496,4,Spring 2026,A,61.12
496,5,Fall 2025,D,60.48
496,12,Spring 2026,C,82.38
496,11,Spring 2026,A,89.17
497,11,Fall 2025,C,99.73
497,8,Fall 2025,D,65.53
497,1,Spring 2026,B,86.73
498,10,Spring 2026,,82.62
498,2,Spring 2026,B,90.62
498,5,Fall 2025,B,63.52
498,9,Fall 2025,A,77.26
498,4,Fall 2025,C,73.8
498,3,Fall 2025,D,62.74
498,7,Spring 2026,C,91.84
499,9,Spring 2026,A,81.91
499,3,Fall 2025,B,98.51
499,12,Fall 2025,A,70.62
499,2,Fall 2025,C,86.68
500,5,Fall 2025,A,65.5
500,2,Spring 2026,F,83.15
500,7,Spring 2026,D,73.23
500,8,Spring 2026,D,78.02
500,12,Fall 2025,C,99.9
500,4,Fall 2025,B,75.6
500,11,Fall 2025,C,75.67
501,2,Spring 2026,C,89.49
501,12,Spring 2026,C,78.76
501,1,Fall 2025,D,72.38
502,8,Spring 2026,B,72.34
502,5,Spring 2026,B,94.8
502,9,Spring 2026,F,72.28
502,2,Spring 2026,A,80.87
502,10,Spring 2026,B,64.74
502,12,Fall 2025,A,99.29
502,11,Fall 2025,A,70.65
503,1,Fall 2025,B,90.33
503,4,Spring 2026,C,70.44
503,6,Fall 2025,A,84.96
503,7,Spring 2026,A,81.91
504,3,Fall 2025,D,87.73
504,12,Fall 2025,C,95.95
504,2,Fall 2025,A,90.23
504,4,Spring 2026,A,62.61
504,1,Fall 2025,A,91.45
505,10,Fall 2025,C,88.31
505,4,Fall 2025,A,97.07
505,3,Fall 2025,B,72.83
505,5,Spring 2026,,89.12
505,1,Fall 2025,B,95.09
506,4,Fall 2025,F,91.24
506,10,Spring 2026,C,90.83
506,5,Spring 2026,F,65.09
506,9,Spring 2026,D,69.58
507,2,Spring 2026,C,86.63
507,6,Fall 2025,C,94.5
507,7,Spring 2026,B,71.94
507,9,Spring 2026,D,81.36
508,7,Spring 2026,A,87.66
508,8,Fall 2025,B,79.21
508,6,Fall 2025,D,99.36
508,4,Fall 2025,C,73.29
508,10,Fall 2025,F,62.21
508,5,Spring 2026,B,62.11
508,11,Spring 2026,D,85.36
509,7,Spring 2026,B,86.32
509,5,Fall 2025,A,96.44
509,1,Fall 2025,F,73.65
509,6,Fall 2025,F,68.99
509,3,Fall 2025,D,98.4
509,11,Spring 2026,D,91.32
509,9,Fall 2025,B,75.83
510,6,Spring 2026,A,70.86
510,2,Spring 2026,B,60.5
510,5,Spring 2026,B,62.74
510,10,Fall 2025,D,95.83
510,7,Spring 2026,F,80.3
510,8,Spring 2026,C,98.0
511,8,Spring 2026,B,95.57
511,11,Fall 2025,A,79.35
511,6,Spring 2026,F,61.17
511,12,Fall 2025,B,67.76
511,7,Fall 2025,A,84.56
512,10,Spring 2026,C,86.94
512,6,Fall 2025,C,63.03
512,8,Fall 2025,F,87.42
513,12,Spring 2026,D,92.82
513,2,Fall 2025,B,65.85
513,10,Fall 2025,A,91.15
513,11,Fall 2025,F,75.04
513,5,Spring 2026,B,72.4
513,3,Fall 2025,B,85.29
513,7,Fall 2025,F,87.44
514,8,Fall 2025,A,85.93
514,6,Spring 2026,B,67.1
514,4,Fall 2025,F,90.78
514,7,Spring 2026,F,96.45
514,10,Fall 2025,B,97.31
515,2,Fall 2025,B,87.12
515,12,Fall 2025,C,64.2
515,9,Spring 2026,F,69.08
515,6,Fall 2025,A,64.78
515,1,Spring 2026,D,65.23
516,9,Fall 2025,B,82.69
516,10,Spring 2026,C,71.29
516,12,Spring 2026,F,70.9
516,7,Fall 2025,C,81.77
517,8,Spring 2026,F,80.47
517,6,Fall 2025,C,72.37
517,9,Fall 2025,F,60.99
518,11,Fall 2025,D,74.38
518,6,Fall 2025,C,85.23
518,4,Fall 2025,C,87.55
518,5,Fall 2025,F,81.76
518,2,Fall 2025,A,80.59
518,12,Spring 2026,D,63.93
519,4,Fall 2025,B,88.25
519,8,Fall 2025,F,66.44
519,11,Spring 2026,D,63.55
519,7,Spring 2026,F,79.17
519,12,Fall 2025,D,93.08
519,9,Fall 2025,D,94.35
520,6,Spring 2026,D,71.9
520,4,Fall 2025,F,68.91
520,1,Fall 2025,F,91.34
520,12,Fall 2025,D,75.31
520,8,Spring 2026,F,99.25
520,5,Fall 2025,B,92.19
521,9,Spring 2026,,79.36
521,8,Spring 2026,C,92.79
521,7,Spring 2026,A,80.49
521,10,Fall 2025,D,96.91
521,11,Fall 2025,C,65.74
522,2,Fall 2025,B,94.4
522,6,Spring 2026,C,64.46
522,10,Fall 2025,A,80.66
523,2,Spring 2026,A,62.26
523,7,Spring 2026,D,95.42
523,4,Fall 2025,A,84.81
523,5,Fall 2025,B,99.91
524,5,Spring 2026,A,79.02
524,8,Spring 2026,B,94.3
524,12,Fall 2025,D,85.51
524,3,Spring 2026,F,69.59
524,9,Spring 2026,B,90.38
525,7,Spring 2026,,93.37
525,10,Fall 2025,C,92.67
525,3,Spring 2026,D,78.4
525,6,Fall 2025,D,64.9
525,1,Spring 2026,A,96.89
525,5,Fall 2025,F,98.32
525,4,Fall 2025,F,60.76
526,8,Spring 2026,A,82.26
526,6,Fall 2025,A,96.86
526,9,Spring 2026,A,78.13
526,10,Fall 2025,A,98.04
526,3,Spring 2026,A,77.28
527,8,Fall 2025,A,88.84
527,3,Fall 2025,C,96.65
527,6,Fall 2025,F,62.94
527,7,Spring 2026,D,89.11
527,10,Spring 2026,B,93.88
528,10,Fall 2025,B,99.34
528,5,Fall 2025,C,64.83
528,8,Spring 2026,B,97.19
528,1,Spring 2026,F,67.55
529,8,Spring 2026,D,92.55
529,9,Fall 2025,A,84.29
529,1,Spring 2026,D,77.05
529,12,Spring 2026,D,62.97
529,4,Fall 2025,D,83.98
529,11,Fall 2025,F,96.77
530,4,Spring 2026,,82.92
530,5,Spring 2026,B,63.91
530,8,Spring 2026,C,97.44
530,3,Spring 2026,B,80.58
530,10,Spring 2026,C,96.97
530,6,Fall 2025,B,97.07
530,12,Spring 2026,F,77.42
531,10,Spring 2026,C,94.49
531,4,Spring 2026,D,75.18
531,5,Spring 2026,F,89.16
532,12,Spring 2026,D,97.98
532,11,Fall 2025,C,66.38
532,5,Spring 2026,A,80.05
533,4,Spring 2026,F,81.62
533,12,Fall 2025,B,94.88
533,1,Spring 2026,D,92.06
533,5,Fall 2025,A,72.18
533,2,Fall 2025,C,91.11
533,7,Fall 2025,A,63.55
533,10,Spring 2026,C,69.97
534,6,Spring 2026,C,67.68
534,11,Fall 2025,B,74.24
534,4,Spring 2026,C,75.85
535,1,Fall 2025,A,87.6
535,6,Spring 2026,C,75.27
535,7,Fall 2025,F,67.66
535,2,Spring 2026,F,60.44
535,12,Spring 2026,C,75.32
535,10,Fall 2025,D,93.22
535,11,Spring 2026,F,94.93
536,11,Fall 2025,A,66.82
536,1,Spring 2026,A,80.84
536,8,Fall 2025,D,94.32
536,5,Fall 2025,F,83.72
536,9,Spring 2026,C,93.52
536,4,Spring 2026,B,79.57
537,12,Spring 2026,D,80.4
537,9,Fall 2025,F,77.58
537,8,Spring 2026,F,60.42
537,6,Fall 2025,A,69.84
537,5,Spring 2026,B,65.16
538,1,Fall 2025,F,98.78
538,2,Spring 2026,F,77.8
538,9,Fall 2025,F,99.14
538,6,Fall 2025,B,77.98
538,4,Fall 2025,D,79.55
539,10,Spring 2026,F,69.95
539,12,Fall 2025,D,96.16
539,8,Fall 2025,A,99.3
539,1,Fall 2025,F,77.72
540,10,Spring 2026,B,72.4
540,9,Fall 2025,F,66.45
540,3,Fall 2025,C,64.73
541,4,Spring 2026,A,91.49
541,6,Spring 2026,D,84.97
541,10,Fall 2025,F,88.54
541,5,Fall 2025,F,71.51
542,3,Fall 2025,B,89.44
542,12,Fall 2025,D,99.35
542,8,Fall 2025,A,90.86
542,4,Fall 2025,D,77.92
542,10,Spring 2026,C,88.03
542,1,Fall 2025,A,97.53
542,7,Fall 2025,F,93.6
543,2,Fall 2025,C,65.5
543,8,Fall 2025,F,75.39
543,7,Fall 2025,A,76.53
543,6,Spring 2026,C,77.11
543,12,Spring 2026,D,92.23
543,9,Spring 2026,B,69.84
543,10,Fall 2025,F,88.29
544,6,Fall 2025,C,67.7
544,2,Spring 2026,C,66.57
544,7,Fall 2025,C,97.51
544,1,Fall 2025,C,67.6
544,8,Fall 2025,A,85.97
544,12,Spring 2026,A,85.55
544,10,Spring 2026,A,98.66
545,7,Fall 2025,C,79.1
545,12,Fall 2025,D,95.49
545,10,Fall 2025,B,92.43
545,6,Spring 2026,C,87.08
545,2,Fall 2025,F,90.13
545,11,Fall 2025,C,87.69
545,9,Fall 2025,B,60.81
546,12,Spring 2026,D,82.28
546,2,Spring 2026,A,74.71
546,7,Fall 2025,D,86.61
546,3,Fall 2025,C,89.04
546,8,Spring 2026,C,78.81
546,5,Fall 2025,B,76.5
547,11,Fall 2025,F,83.69
547,9,Spring 2026,F,64.46
547,4,Fall 2025,,99.85
547,8,Spring 2026,F,77.41
548,4,Fall 2025,D,86.91
548,9,Fall 2025,F,99.24
548,10,Fall 2025,F,63.68
548,11,Spring 2026,B,93.44
548,12,Fall 2025,D,60.59
548,6,Spring 2026,D,75.91
548,7,Fall 2025,C,73.07
549,8,Fall 2025,D,84.2
549,12,Fall 2025,D,95.01
549,11,Spring 2026,D,64.23
549,6,Spring 2026,A,68.49
549,7,Fall 2025,D,93.86
549,1,Spring 2026,A,61.78
550,5,Spring 2026,C,62.35
550,12,Fall 2025,B,84.95
550,8,Spring 2026,D,65.62
550,1,Spring 2026,D,78.97
550,2,Spring 2026,F,70.56
550,9,Spring 2026,F,67.16
550,7,Fall 2025,C,75.76
551,11,Fall 2025,B,66.68
551,3,Fall 2025,D,69.24
551,9,Fall 2025,F,84.37
551,7,Fall 2025,,92.27
551,1,Spring 2026,D,89.02
551,4,Fall 2025,C,70.05
551,10,Spring 2026,F,88.02
552,7,Fall 2025,D,64.0
552,6,Fall 2025,D,96.94
552,10,Spring 2026,D,94.83
552,3,Fall 2025,A,71.63
552,5,Spring 2026,C,95.77
553,12,Fall 2025,A,80.16
553,2,Spring 2026,A,60.77
553,7,Spring 2026,C,91.27
553,11,Fall 2025,D,65.83
553,6,Fall 2025,A,98.83
553,5,Fall 2025,A,86.2
553,3,Fall 2025,B,79.89
554,4,Fall 2025,B,69.26
554,1,Spring 2026,C,75.62
554,6,Fall 2025,C,82.66
554,7,Fall 2025,D,68.88
554,9,Spring 2026,F,63.83
555,5,Spring 2026,A,75.84
555,4,Fall 2025,F,60.85
555,1,Spring 2026,B,77.95
556,2,Fall 2025,B,66.42
556,1,Spring 2026,A,63.82
556,11,Fall 2025,B,92.96
556,9,Fall 2025,A,87.9
556,5,Fall 2025,D,72.49
557,12,Spring 2026,B,66.4
557,1,Spring 2026,B,76.6
557,2,Spring 2026,F,60.14
557,8,Spring 2026,B,90.42
558,4,Spring 2026,D,99.73
558,6,Spring 2026,F,66.58
558,2,Spring 2026,F,83.64
559,9,Spring 2026,B,87.67
559,6,Spring 2026,B,83.72
559,7,Fall 2025,A,81.2
559,2,Spring 2026,D,61.61
560,2,Fall 2025,F,87.79
560,3,Fall 2025,B,88.45
560,6,Fall 2025,C,81.16
560,11,Spring 2026,B,67.12
560,8,Spring 2026,B,69.46
560,7,Fall 2025,C,81.35
561,11,Fall 2025,D,69.48
561,7,Spring 2026,A,69.45
561,5,Fall 2025,A,62.28
561,4,Fall 2025,F,93.65
562,10,Spring 2026,,91.61
562,11,Spring 2026,B,65.37
562,3,Fall 2025,A,98.82
562,9,Spring 2026,B,80.6
562,4,Spring 2026,B,96.07
562,1,Spring 2026,B,76.58
562,2,Spring 2026,F,64.94
563,5,Spring 2026,B,75.68
563,12,Fall 2025,A,93.6
563,6,Fall 2025,D,91.51
564,3,Fall 2025,B,83.66
564,8,Spring 2026,D,80.39
564,11,Spring 2026,F,80.57
564,4,Fall 2025,B,62.2
564,5,Spring 2026,C,69.63
564,9,Fall 2025,B,63.84
565,7,Fall 2025,F,85.54
565,11,Fall 2025,D,98.21
565,6,Spring 2026,F,72.16
566,11,Spring 2026,C,77.28
566,2,Fall 2025,B,77.04
566,7,Fall 2025,A,60.34
566,5,Fall 2025,C,93.44
567,6,Fall 2025,D,97.63
567,5,Fall 2025,F,86.19
567,11,Spring 2026,B,90.97
567,9,Fall 2025,B,77.16
567,12,Spring 2026,A,96.38
567,4,Spring 2026,A,81.16
568,12,Spring 2026,A,94.75
568,3,Spring 2026,C,86.89
568,8,Fall 2025,B,73.33
568,1,Spring 2026,B,78.24
568,5,Fall 2025,B,76.38
568,4,Fall 2025,B,77.3
569,9,Fall 2025,C,66.68
569,4,Fall 2025,A,82.48
569,11,Fall 2025,C,96.75
569,6,Fall 2025,F,63.81
569,3,Fall 2025,C,61.75
570,11,Fall 2025,F,95.47
570,12,Fall 2025,C,85.79
570,6,Fall 2025,F,80.23
571,4,Spring 2026,F,72.55
571,5,Fall 2025,A,87.43
571,8,Spring 2026,C,77.27
571,10,Spring 2026,F,67.74
571,12,Fall 2025,F,64.7
571,3,Fall 2025,A,99.94
572,2,Spring 2026,D,73.29
572,8,Fall 2025,D,80.91
572,4,Fall 2025,B,62.35
572,9,Spring 2026,D,97.78
572,3,Fall 2025,A,78.3
573,5,Fall 2025,B,61.4
573,2,Fall 2025,D,67.09
573,8,Fall 2025,B,72.93
573,1,Fall 2025,A,67.11
573,11,Fall 2025,A,62.04
573,9,Spring 2026,A,76.13
573,4,Spring 2026,,99.26
574,10,Fall 2025,C,71.05
574,12,Fall 2025,C,81.64
574,7,Spring 2026,F,90.2
574,5,Spring 2026,B,71.7
575,11,Fall 2025,F,71.77
575,9,Fall 2025,A,76.16
575,3,Spring 2026,C,83.24
576,3,Spring 2026,B,72.56
576,5,Spring 2026,A,78.29
576,1,Spring 2026,B,88.36
576,7,Fall 2025,,84.3
576,8,Fall 2025,C,60.77
577,9,Spring 2026,D,94.04
577,1,Fall 2025,D,86.53
577,12,Fall 2025,D,86.75
578,2,Spring 2026,B,89.79
578,3,Fall 2025,F,80.93
578,11,Fall 2025,D,96.43
578,9,Spring 2026,A,80.97
579,5,Fall 2025,C,91.6
579,4,Fall 2025,B,61.82
579,1,Fall 2025,A,95.99
579,6,Spring 2026,F,66.51
579,7,Fall 2025,D,83.29
579,12,Fall 2025,B,71.68
580,9,Spring 2026,C,99.09
580,4,Fall 2025,D,89.36
580,10,Fall 2025,F,78.36
581,3,Spring 2026,D,76.89
581,7,Fall 2025,,62.69
581,6,Fall 2025,A,99.72
582,11,Spring 2026,A,88.64
582,12,Fall 2025,B,73.4
582,8,Fall 2025,F,61.56
582,10,Fall 2025,C,85.28
583,4,Fall 2025,D,99.2
583,10,Fall 2025,C,89.37
583,3,Fall 2025,F,92.32
583,7,Spring 2026,D,89.0
583,8,Spring 2026,D,75.99
584,6,Spring 2026,C,64.47
584,10,Spring 2026,A,61.44
584,3,Fall 2025,F,66.68
584,5,Fall 2025,,71.3
584,1,Spring 2026,F,82.88
584,7,Spring 2026,C,80.22
584,9,Fall 2025,A,63.64
585,6,Fall 2025,A,89.3
585,4,Spring 2026,A,69.02
585,7,Spring 2026,B,98.72
586,12,Fall 2025,B,81.49
586,1,Fall 2025,,78.7
586,10,Spring 2026,B,97.05
586,6,Fall 2025,D,96.74
586,2,Spring 2026,F,85.18
586,3,Spring 2026,F,72.01
586,4,Fall 2025,D,98.45
587,8,Fall 2025,F,91.25
587,12,Fall 2025,C,70.51
587,11,Fall 2025,F,62.66
587,1,Fall 2025,B,93.87
587,7,Spring 2026,D,98.1
587,6,Fall 2025,B,99.44
587,2,Spring 2026,B,82.46
588,6,Fall 2025,F,81.46
588,9,Fall 2025,F,96.33
588,5,Spring 2026,B,70.74
589,10,Spring 2026,C,67.59
589,9,Fall 2025,B,79.94
589,11,Spring 2026,C,71.05
589,7,Fall 2025,F,65.19
589,1,Fall 2025,A,85.41
589,8,Spring 2026,C,99.29
589,6,Spring 2026,C,99.14
590,3,Fall 2025,C,72.96
590,7,Spring 2026,A,91.58
590,10,Fall 2025,B,82.31
590,2,Fall 2025,A,85.0
590,8,Fall 2025,A,99.0
590,5,Fall 2025,D,62.46
591,9,Spring 2026,B,97.2
591,3,Fall 2025,B,86.71
591,10,Spring 2026,D,70.91
591,7,Spring 2026,D,92.93
592,5,Spring 2026,A,97.97
592,1,Spring 2026,C,71.41
592,4,Spring 2026,B,81.11
593,5,Fall 2025,F,80.72
593,1,Fall 2025,F,61.22
593,12,Fall 2025,B,91.31
593,6,Spring 2026,C,94.53
593,4,Spring 2026,C,76.16
593,2,Fall 2025,F,88.48
593,3,Fall 2025,B,78.58
594,1,Fall 2025,A,61.31
594,2,Spring 2026,A,67.29
594,9,Fall 2025,A,60.14
594,12,Spring 2026,F,69.67
595,1,Spring 2026,F,67.3
595,8,Spring 2026,C,63.31
595,10,Spring 2026,C,60.16
595,2,Fall 2025,B,79.12
595,5,Fall 2025,A,69.16
595,7,Fall 2025,C,99.36
596,6,Fall 2025,C,89.36
596,5,Fall 2025,F,91.54
596,11,Fall 2025,D,89.66
596,8,Fall 2025,B,71.14
597,8,Spring 2026,B,67.99
597,12,Spring 2026,B,87.02
597,9,Spring 2026,D,68.04
597,3,Fall 2025,D,94.75
597,5,Spring 2026,C,67.3
598,4,Fall 2025,F,66.26
598,6,Spring 2026,A,64.55
598,9,Fall 2025,,72.62
599,8,Spring 2026,F,90.2
599,5,Fall 2025,F,72.03
599,6,Fall 2025,D,74.91
599,11,Fall 2025,F,84.24
600,6,Spring 2026,A,75.01
600,1,Fall 2025,B,75.85
600,3,Fall 2025,,60.67
601,6,Spring 2026,B,93.95
601,9,Fall 2025,F,64.31
601,3,Fall 2025,D,69.57
601,12,Spring 2026,C,88.11
601,7,Fall 2025,C,81.84
601,4,Fall 2025,D,96.33
601,5,Spring 2026,D,61.84
602,9,Fall 2025,C,99.05
602,10,Spring 2026,B,74.97
602,3,Fall 2025,B,85.62
602,4,Fall 2025,D,87.5
602,7,Spring 2026,B,83.24
603,5,Fall 2025,B,68.18
603,11,Fall 2025,C,68.32
603,4,Spring 2026,F,64.24
603,12,Spring 2026,F,75.71
603,8,Fall 2025,C,99.47
604,3,Fall 2025,A,84.81
604,12,Spring 2026,D,93.29
604,2,Fall 2025,,62.46
605,7,Fall 2025,D,71.47
605,5,Fall 2025,B,68.45
605,6,Fall 2025,F,91.86
605,11,Spring 2026,C,82.67
605,1,Spring 2026,F,63.45
605,2,Spring 2026,B,97.42
606,5,Spring 2026,A,93.28
606,4,Spring 2026,F,94.28
606,3,Spring 2026,D,80.71
606,8,Fall 2025,C,94.63
607,5,Spring 2026,D,84.05
607,2,Spring 2026,B,95.53
607,11,Fall 2025,C,93.77
607,9,Fall 2025,D,82.06
607,3,Fall 2025,F,79.72
607,12,Spring 2026,F,81.04
608,12,Spring 2026,F,67.09
608,2,Spring 2026,F,73.62
608,7,Spring 2026,D,63.52
608,6,Spring 2026,D,84.95
608,11,Spring 2026,C,94.39
608,1,Fall 2025,D,78.01
609,8,Fall 2025,D,61.69
609,12,Fall 2025,B,73.76
609,6,Fall 2025,A,80.72
610,6,Fall 2025,F,94.75
610,8,Spring 2026,B,99.16
610,4,Spring 2026,C,87.03
610,1,Fall 2025,C,66.34
610,10,Fall 2025,F,82.62
610,3,Fall 2025,D,90.54
610,7,Fall 2025,B,99.58
611,3,Fall 2025,D,74.9
611,2,Spring 2026,B,63.79
611,12,Fall 2025,A,70.48
611,4,Fall 2025,F,68.95
611,9,Fall 2025,D,79.18
611,11,Fall 2025,B,99.74
611,10,Fall 2025,B,87.67
612,11,Fall 2025,B,60.34
612,5,Spring 2026,C,78.36
612,2,Fall 2025,C,95.59
612,8,Spring 2026,B,74.88
612,10,Spring 2026,D,86.66
613,8,Spring 2026,D,65.66
613,4,Spring 2026,D,86.51
613,2,Fall 2025,D,61.23
613,5,Fall 2025,C,83.06
613,7,Spring 2026,D,73.14
613,1,Spring 2026,D,97.62
613,11,Fall 2025,A,93.92
614,3,Fall 2025,B,85.91
614,7,Spring 2026,B,85.97
614,11,Fall 2025,,90.08
614,10,Fall 2025,C,93.12
614,2,Fall 2025,C,83.47
614,9,Fall 2025,B,62.23
614,4,Spring 2026,F,91.56
615,5,Spring 2026,A,98.67
615,2,Fall 2025,D,89.57
615,10,Spring 2026,D,66.65
615,8,Fall 2025,,85.48
616,4,Spring 2026,A,92.22
616,2,Spring 2026,C,73.07
616,11,Fall 2025,D,67.08
616,7,Spring 2026,D,71.69
616,5,Spring 2026,F,87.45
617,9,Fall 2025,A,72.28
617,10,Fall 2025,D,89.62
617,7,Fall 2025,F,82.14
618,9,Fall 2025,B,92.98
618,10,Fall 2025,D,95.1
618,6,Spring 2026,,90.48
618,3,Spring 2026,D,72.19
619,7,Spring 2026,A,96.77
619,8,Fall 2025,B,64.16
619,12,Spring 2026,C,74.47
620,12,Spring 2026,C,70.43
620,9,Fall 2025,B,79.61
620,1,Fall 2025,D,62.56
620,5,Fall 2025,D,71.13
620,4,Spring 2026,C,64.92
621,3,Fall 2025,D,80.26
621,6,Fall 2025,C,79.41
621,11,Fall 2025,A,74.77
621,1,Fall 2025,F,66.24
621,5,Fall 2025,C,96.85
622,7,Fall 2025,,73.53
622,1,Spring 2026,F,64.62
622,3,Fall 2025,B,77.14
622,11,Fall 2025,C,60.15
622,2,Spring 2026,A,84.43
623,4,Spring 2026,B,79.45
623,2,Fall 2025,B,95.05
623,11,Fall 2025,D,92.26
624,8,Spring 2026,B,79.74
624,4,Spring 2026,B,80.47
624,5,Fall 2025,F,73.26
625,10,Spring 2026,F,71.3
625,2,Spring 2026,D,86.01
625,1,Fall 2025,C,83.28
625,5,Spring 2026,,70.48
625,9,Spring 2026,C,98.28
626,1,Spring 2026,A,90.71
626,11,Spring 2026,F,78.71
626,8,Fall 2025,F,79.11
626,6,Spring 2026,A,82.31
627,2,Spring 2026,C,67.87
627,11,Spring 2026,D,87.59
627,4,Fall 2025,C,86.05
628,12,Spring 2026,B,60.13
628,11,Spring 2026,C,65.64
628,8,Spring 2026,C,78.5
628,9,Fall 2025,B,95.37
628,6,Fall 2025,D,84.11
629,12,Fall 2025,D,68.87
629,9,Fall 2025,A,95.83
629,3,Fall 2025,B,91.68
629,4,Spring 2026,A,63.1
629,7,Fall 2025,A,63.38
629,1,Fall 2025,D,72.55
629,6,Spring 2026,C,85.87
630,5,Fall 2025,B,88.98
630,1,Fall 2025,F,76.1
630,4,Fall 2025,B,91.31
630,10,Spring 2026,D,98.48
630,9,Fall 2025,C,95.46
631,10,Spring 2026,A,69.66
631,12,Spring 2026,D,70.26
631,3,Spring 2026,,93.92
632,2,Fall 2025,B,85.03
632,11,Fall 2025,,74.78
632,8,Fall 2025,,61.89
632,9,Fall 2025,A,63.22
632,3,Spring 2026,A,61.04
632,4,Fall 2025,F,74.82
633,4,Fall 2025,A,83.29
633,8,Fall 2025,B,98.19
633,1,Spring 2026,B,76.45
633,12,Spring 2026,C,80.34
633,11,Spring 2026,A,93.65
634,10,Fall 2025,B,77.61
634,8,Spring 2026,B,71.43
634,2,Fall 2025,D,69.37
635,1,Fall 2025,F,67.87
635,3,Spring 2026,D,65.78
635,4,Fall 2025,C,92.28
635,2,Spring 2026,D,99.61
635,7,Spring 2026,C,63.24
635,11,Fall 2025,B,66.26
635,6,Fall 2025,F,98.94
636,8,Fall 2025,A,91.87
636,1,Fall 2025,C,81.41
636,4,Fall 2025,A,81.55
636,12,Fall 2025,F,82.09
636,10,Spring 2026,A,88.1
636,2,Fall 2025,D,71.78
636,7,Spring 2026,D,82.79
637,4,Fall 2025,B,90.35
637,5,Spring 2026,A,77.35
637,7,Fall 2025,B,80.32
637,6,Fall 2025,C,73.05
637,9,Fall 2025,B,87.28
638,8,Spring 2026,F,69.13
638,12,Fall 2025,F,96.65
638,5,Fall 2025,F,88.6
638,11,Fall 2025,B,82.17
639,5,Spring 2026,D,62.46
639,9,Fall 2025,B,74.96
639,4,Spring 2026,F,94.6
639,3,Spring 2026,C,66.92
639,10,Spring 2026,C,79.43
639,8,Fall 2025,D,93.38
640,10,Spring 2026,C,91.5
640,2,Fall 2025,D,77.54
640,8,Fall 2025,C,99.52
640,1,Fall 2025,A,73.41
641,4,Spring 2026,D,79.78
641,11,Fall 2025,B,82.24
641,10,Fall 2025,,98.56
641,6,Spring 2026,F,92.5
641,3,Fall 2025,D,82.31
641,12,Spring 2026,,63.93
641,7,Spring 2026,D,90.97
642,8,Spring 2026,D,68.2
642,9,Spring 2026,C,90.62
642,11,Spring 2026,D,97.01
642,3,Spring 2026,B,96.15
643,10,Spring 2026,B,89.27
643,5,Fall 2025,C,63.43
643,2,Spring 2026,D,66.18
643,4,Spring 2026,F,87.91
643,12,Fall 2025,F,92.59
644,11,Spring 2026,B,64.72
644,12,Spring 2026,D,93.2
644,2,Spring 2026,A,84.42
644,8,Fall 2025,D,63.64
644,3,Fall 2025,B,84.19
645,11,Spring 2026,A,82.72
645,7,Fall 2025,F,67.69
645,3,Fall 2025,A,74.85
646,6,Fall 2025,A,69.41
646,1,Fall 2025,A,92.13
646,4,Spring 2026,F,86.85
646,9,Fall 2025,D,93.31
647,4,Fall 2025,B,63.91
647,12,Fall 2025,F,82.01
647,11,Fall 2025,A,76.47
647,6,Spring 2026,C,68.65
647,8,Fall 2025,F,94.96
648,7,Spring 2026,A,86.17
648,6,Fall 2025,A,61.95
648,9,Spring 2026,A,89.07
648,4,Spring 2026,B,94.14
648,5,Spring 2026,B,97.9
